Category,Dose,GeoType,Geography,Year,Estimate,Population,SurveyedPercent,Exemptions,SurveyType
Hepatitis B,,States,Wyoming,2022,94.1,7060.0,100.0,,Census
Exemption,Non-Medical Exemption,States,Wyoming,2022,4.6,7060.0,100.0,323.0,Census
Exemption,Medical Exemption,States,Wyoming,2022,0.2,7060.0,100.0,16.0,Census
Varicella,2 Doses (unknown disease history),States,Wyoming,2022,90.5,7060.0,100.0,,Census
Exemption,Medical Exemption,States,Wyoming,2013,,,,,Not conducted
Exemption,Medical Exemption,States,Wyoming,2012,0.3,8133.0,,28.0,Census
Exemption,Medical Exemption,States,Wyoming,2010,,,,,
Exemption,Medical Exemption,States,Wyoming,2011,,,,,Not conducted
Polio,,States,Wyoming,2020,90.2,6923.0,100.0,,Census
Exemption,Medical Exemption,States,Wyoming,2009,,,,,Not conducted
Polio,,States,Wyoming,2021,93.8,7382.0,100.0,,Census
Exemption,Medical Exemption,States,Wyoming,2020,,6923.0,100.0,,Census
Exemption,Medical Exemption,States,Wyoming,2019,0.3,7913.0,,24.0,Census
Exemption,Medical Exemption,States,Wyoming,2018,0.2,7734.0,,15.0,Census
Polio,,States,Wyoming,2011,,,,,Not conducted
Polio,,States,Wyoming,2009,,,,,Not conducted
Polio,,States,Wyoming,2010,,,,,
Hepatitis B,,States,Wyoming,2017,,,,,Not conducted 
Exemption,Medical Exemption,States,Wyoming,2017,,,,,Not conducted 
Exemption,Medical Exemption,States,Wyoming,2016,,,,,Not conducted
Exemption,Medical Exemption,States,Wyoming,2015,0.2,7825.0,,16.0,Voluntary response
Exemption,Medical Exemption,States,Wyoming,2014,0.3,7983.0,,24.0,Census
Polio,,States,Wyoming,2019,94.7,7913.0,100.0,,Census
Exemption,Any Exemption,States,Wyoming,2021,3.9,7382.0,100.0,289.0,Census
Exemption,Any Exemption,States,Wyoming,2019,3.5,7913.0,,280.0,Census
Exemption,Any Exemption,States,Wyoming,2020,3.0,6923.0,100.0,205.0,Census
Exemption,Any Exemption,States,Wyoming,2017,,,,,Not conducted 
Exemption,Any Exemption,States,Wyoming,2018,2.9,7734.0,,225.0,Census
Exemption,Non-Medical Exemption,States,Wyoming,2021,3.7,7382.0,100.0,274.0,Census
Exemption,Any Exemption,States,Wyoming,2009,,,,,Not conducted
Exemption,Non-Medical Exemption,States,Wyoming,2015,2.2,7825.0,,172.0,Voluntary response
Exemption,Any Exemption,States,Wyoming,2010,,,,,
Exemption,Any Exemption,States,Wyoming,2011,,,,,Not conducted
Exemption,Any Exemption,States,Wyoming,2015,2.7,7825.0,,209.0,Voluntary response
Exemption,Any Exemption,States,Wyoming,2014,2.5,7983.0,,200.0,Census
Exemption,Any Exemption,States,Wyoming,2013,,,,,Not conducted
Exemption,Any Exemption,States,Wyoming,2012,2.3,8133.0,,183.0,Census
Exemption,Any Exemption,States,Wyoming,2016,,,,,Not conducted
Exemption,Non-Medical Exemption,States,Wyoming,2017,,,,,Not conducted 
Exemption,Non-Medical Exemption,States,Wyoming,2018,2.7,7734.0,,210.0,Census
Exemption,Non-Medical Exemption,States,Wyoming,2020,,6923.0,100.0,,Census
Exemption,Non-Medical Exemption,States,Wyoming,2019,3.2,7913.0,,256.0,Census
Exemption,Non-Medical Exemption,States,Wyoming,2014,2.2,7983.0,,176.0,Census
Exemption,Non-Medical Exemption,States,Wyoming,2013,,,,,Not conducted
Exemption,Non-Medical Exemption,States,Wyoming,2012,1.9,8133.0,,155.0,Census
Exemption,Non-Medical Exemption,States,Wyoming,2011,,,,,Not conducted
Exemption,Non-Medical Exemption,States,Wyoming,2010,,,,,
Exemption,Non-Medical Exemption,States,Wyoming,2009,,,,,Not conducted
Exemption,Medical Exemption,States,Wyoming,2021,0.2,7382.0,100.0,15.0,Census
Exemption,Non-Medical Exemption,States,Wyoming,2016,,,,,Not conducted
Polio,,States,Wyoming,2012,97.6,8133.0,100.0,,Census
Polio,,States,Wyoming,2013,,,,,Not conducted
Polio,,States,Wyoming,2014,96.9,7983.0,97.9,,Census
Polio,,States,Wyoming,2015,96.9,7825.0,74.0,,Voluntary response
Polio,,States,Wyoming,2018,95.3,7734.0,100.0,,Census
Polio,,States,Wyoming,2017,,,,,Not conducted 
Polio,,States,Wyoming,2016,,,,,Not conducted
Hepatitis B,,States,Wyoming,2018,95.7,7734.0,100.0,,Census
Hepatitis B,,States,Wyoming,2019,93.1,7913.0,100.0,,Census
Hepatitis B,,States,Wyoming,2021,94.6,7382.0,100.0,,Census
Hepatitis B,,States,Wyoming,2020,90.2,6923.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Wisconsin,2020,,63486.0,84.5,,Voluntary response
Varicella,1 Dose (unknown disease history),States,Wisconsin,2019,,67391.0,2.6,,Stratified 2-stage cluster sample
Varicella,1 Dose (unknown disease history),States,Wisconsin,2011,,70672.0,2.3,,2-stage Cluster Sample
Varicella,1 Dose (unknown disease history),States,Wisconsin,2015,,70220.0,2.0,,Stratified 2-stage cluster sample
Varicella,1 Dose (unknown disease history),States,Wisconsin,2014,,69335.0,2.5,,Stratified 2-stage cluster sample
Varicella,1 Dose (unknown disease history),States,Wisconsin,2013,,71363.0,2.8,,Stratified  2-stage cluster sample
Varicella,1 Dose (unknown disease history),States,Wisconsin,2021,,64275.0,96.8,,"Census (pub.), vol. response (pvt.)"
Varicella,2 Doses (unknown disease history),States,Wisconsin,2009,90.3,61095.0,2.3,,Random sample
Varicella,2 Doses (unknown disease history),States,Wisconsin,2011,91.0,70672.0,2.3,,2-stage Cluster Sample
Varicella,2 Doses (unknown disease history),States,Wisconsin,2010,,,,,
Varicella,2 Doses (unknown disease history),States,Wisconsin,2013,91.2,71363.0,2.8,,Stratified  2-stage cluster sample
Varicella,2 Doses (unknown disease history),States,Wisconsin,2012,91.1,72416.0,1.8,,2-stage Cluster Sample
Varicella,2 Doses (unknown disease history),States,Wisconsin,2014,90.9,69335.0,2.5,,Stratified 2-stage cluster sample
Varicella,1 Dose (unknown disease history),States,Wisconsin,2012,,72416.0,1.8,,2-stage Cluster Sample
"DTP, DTaP, or DT",,States,Wisconsin,2020,87.2,63486.0,84.5,,Voluntary response
"DTP, DTaP, or DT",,States,Wisconsin,2021,82.6,64275.0,96.8,,"Census (pub.), vol. response (pvt.)"
Varicella,1 Dose (unknown disease history),States,Wisconsin,2010,,,,,
Varicella,1 Dose (unknown disease history),States,Wisconsin,2009,,61095.0,2.3,,Random sample
"DTP, DTaP, or DT",,States,Wisconsin,2018,96.2,66344.0,2.3,,Stratified 2-stage cluster sample
"DTP, DTaP, or DT",,States,Wisconsin,2019,94.5,67391.0,2.6,,Stratified 2-stage cluster sample
"DTP, DTaP, or DT",,States,Wisconsin,2017,96.5,66178.0,2.3,,Stratified 2-stage cluster sample
MMR,,States,Wisconsin,2014,91.6,69335.0,2.5,,Stratified 2-stage cluster sample
MMR,,States,Wisconsin,2013,92.6,71363.0,2.8,,Stratified  2-stage cluster sample
MMR,,States,Wisconsin,2012,92.8,72416.0,1.8,,2-stage Cluster Sample
MMR,,States,Wisconsin,2011,93.1,70672.0,2.3,,2-stage Cluster Sample
MMR,,States,Wisconsin,2021,82.6,64275.0,96.8,,"Census (pub.), vol. response (pvt.)"
MMR,,States,Wisconsin,2020,87.2,63486.0,84.5,,Voluntary response
MMR,,States,Wisconsin,2019,92.8,67391.0,2.6,,Stratified 2-stage cluster sample
MMR,,States,Wisconsin,2018,92.6,66344.0,2.3,,Stratified 2-stage cluster sample
MMR,,States,Wisconsin,2017,91.8,66178.0,2.3,,Stratified 2-stage cluster sample
MMR,,States,Wisconsin,2016,94.0,67607.0,2.2,,Stratified 2-stage cluster sample
MMR,,States,Wisconsin,2015,93.2,70220.0,2.0,,Stratified 2-stage cluster sample
"DTP, DTaP, or DT",,States,Wisconsin,2011,87.7,70672.0,2.3,,2-stage Cluster Sample
"DTP, DTaP, or DT",,States,Wisconsin,2010,,,,,
"DTP, DTaP, or DT",,States,Wisconsin,2015,96.9,70220.0,2.0,,Stratified 2-stage cluster sample
"DTP, DTaP, or DT",,States,Wisconsin,2014,96.5,69335.0,2.5,,Stratified 2-stage cluster sample
"DTP, DTaP, or DT",,States,Wisconsin,2013,96.3,71363.0,2.8,,Stratified  2-stage cluster sample
"DTP, DTaP, or DT",,States,Wisconsin,2012,96.1,72416.0,1.8,,2-stage Cluster Sample
"DTP, DTaP, or DT",,States,Wisconsin,2009,97.3,61095.0,2.3,,Random sample
Hepatitis B,,States,Wisconsin,2010,,,,,
Hepatitis B,,States,Wisconsin,2011,96.2,70672.0,2.3,,2-stage Cluster Sample
Hepatitis B,,States,Wisconsin,2015,96.5,70220.0,2.0,,Stratified 2-stage cluster sample
Hepatitis B,,States,Wisconsin,2014,95.9,69335.0,2.5,,Stratified 2-stage cluster sample
Hepatitis B,,States,Wisconsin,2013,95.4,71363.0,2.8,,Stratified  2-stage cluster sample
Hepatitis B,,States,Wisconsin,2012,97.3,72416.0,1.8,,2-stage Cluster Sample
"DTP, DTaP, or DT",,States,Wisconsin,2016,96.6,67607.0,2.2,,Stratified 2-stage cluster sample
Hepatitis B,,States,Wisconsin,2016,95.5,67607.0,2.2,,Stratified 2-stage cluster sample
Varicella,2 Doses (unknown disease history),States,Wisconsin,2021,82.6,64275.0,96.8,,"Census (pub.), vol. response (pvt.)"
Hepatitis B,,States,Wisconsin,2009,97.4,61095.0,2.3,,Random sample
Varicella,2 Doses (unknown disease history),States,Wisconsin,2020,87.2,63486.0,84.5,,Voluntary response
Varicella,2 Doses (unknown disease history),States,Wisconsin,2019,91.6,67391.0,2.6,,Stratified 2-stage cluster sample
Varicella,2 Doses (unknown disease history),States,Wisconsin,2015,92.5,70220.0,2.0,,Stratified 2-stage cluster sample
Varicella,2 Doses (unknown disease history),States,Wisconsin,2016,92.8,67607.0,2.2,,Stratified 2-stage cluster sample
Varicella,2 Doses (unknown disease history),States,Wisconsin,2018,91.6,66344.0,2.3,,Stratified 2-stage cluster sample
Varicella,2 Doses (unknown disease history),States,Wisconsin,2017,91.2,66178.0,2.3,,Stratified 2-stage cluster sample
Varicella,UTD (unknown disease history),States,Wyoming,2021,93.6,7382.0,100.0,,Census
Varicella,UTD (unknown disease history),States,Wyoming,2020,90.2,6923.0,100.0,,Census
MMR (PAC),MMR (PAC),States,Wyoming,2023,94.6,,,,
MMR,,States,Wyoming,2023,93.5,6754.0,100.0,,Census
"DTP, DTaP, or DT",,States,Wyoming,2023,92.2,6754.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Wyoming,2023,93.5,6754.0,100.0,,Census
MMR (PAC),MMR (PAC),States,Wyoming,2018,97.2,,,,
MMR (PAC),MMR (PAC),States,Wyoming,2019,97.1,,,,
MMR (PAC),MMR (PAC),States,Wyoming,2020,97.0,,,,
MMR (PAC),MMR (PAC),States,Wyoming,2021,96.3,,,,
MMR (PAC),MMR (PAC),States,Wyoming,2022,95.4,,,,
MMR,,States,Wyoming,2024,93.6,6564.0,100.0,,Census
"DTP, DTaP, or DT",,States,Wyoming,2024,92.5,6564.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Wyoming,2024,93.4,6564.0,100.0,,Census
Hepatitis B,,States,Wyoming,2024,93.9,6564.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Wyoming,2024,,6564.0,100.0,,Census
Exemption,Any Exemption,States,Wyoming,2024,5.9,6564.0,100.0,386.0,Census
Exemption,Non-Medical Exemption,States,Wyoming,2024,5.7,6564.0,100.0,371.0,Census
Exemption,Medical Exemption,States,Wyoming,2024,0.2,6564.0,100.0,15.0,Census
Polio,,States,Wyoming,2024,93.0,6564.0,100.0,,Census
MMR (PAC),MMR (PAC),States,Wyoming,2024,94.5,6564.0,100.0,,Census
Varicella,UTD (unknown disease history),States,Wyoming,2024,93.4,6564.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Wyoming,2023,,6754.0,100.0,,Census
Hepatitis B,,States,Wyoming,2023,93.6,6754.0,100.0,,Census
Polio,,States,Wyoming,2023,92.5,6754.0,100.0,,Census
Exemption,Medical Exemption,States,Wyoming,2023,0.2,6754.0,100.0,14.0,Census
Exemption,Non-Medical Exemption,States,Wyoming,2023,5.4,6754.0,100.0,364.0,Census
Exemption,Any Exemption,States,Wyoming,2023,5.6,6754.0,100.0,378.0,Census
Varicella,UTD (unknown disease history),States,Wyoming,2023,93.5,6754.0,100.0,,Census
Exemption,Any Exemption,States,Idaho,2011,5.4,22762.0,,1226.0,Census
Exemption,Any Exemption,States,Idaho,2012,5.9,23888.0,,1399.0,Census
Exemption,Any Exemption,States,Idaho,2013,6.4,23934.0,,1540.0,Census
Exemption,Any Exemption,States,Idaho,2014,6.5,22968.0,,1500.0,Census
Exemption,Any Exemption,States,Idaho,2015,6.1,22686.0,,1389.0,Census
Exemption,Any Exemption,States,Idaho,2016,6.5,22589.0,,1478.0,Census
Exemption,Any Exemption,States,Idaho,2017,7.1,22553.0,,1597.0,Census
Exemption,Any Exemption,States,Idaho,2021,9.8,23854.0,99.6,2335.0,Census
Polio,,States,Idaho,2011,89.6,22762.0,100.0,,Census
Exemption,Any Exemption,States,Idaho,2018,7.7,22995.0,,1778.0,Census
Exemption,Any Exemption,States,Idaho,2019,7.6,23301.0,,1764.0,Census
Exemption,Any Exemption,States,Idaho,2020,8.2,22677.0,98.3,1861.0,Census
Exemption,Any Exemption,States,Idaho,2010,,,,,
Exemption,Non-Medical Exemption,States,Idaho,2021,9.2,23854.0,99.6,2206.0,Census
Exemption,Any Exemption,States,Idaho,2009,3.8,22624.0,,860.0,Census
Exemption,Non-Medical Exemption,States,Idaho,2009,3.5,22624.0,,794.0,Census
Exemption,Non-Medical Exemption,States,Idaho,2010,,,,,
Exemption,Non-Medical Exemption,States,Idaho,2011,5.1,22762.0,,1165.0,Census
Exemption,Non-Medical Exemption,States,Idaho,2012,5.5,23888.0,,1309.0,Census
Exemption,Non-Medical Exemption,States,Idaho,2013,6.1,23934.0,,1451.0,Census
Exemption,Non-Medical Exemption,States,Idaho,2014,6.2,22968.0,,1432.0,Census
Exemption,Non-Medical Exemption,States,Idaho,2015,5.8,22686.0,,1320.0,Census
Exemption,Non-Medical Exemption,States,Idaho,2016,6.2,22589.0,,1392.0,Census
Exemption,Non-Medical Exemption,States,Idaho,2017,6.7,22553.0,,1504.0,Census
Exemption,Non-Medical Exemption,States,Idaho,2018,7.4,22995.0,,1696.0,Census
Exemption,Non-Medical Exemption,States,Idaho,2020,7.9,22677.0,98.3,1797.0,Census
Exemption,Non-Medical Exemption,States,Idaho,2019,7.2,23301.0,,1689.0,Census
Exemption,Medical Exemption,States,Idaho,2014,0.3,22968.0,,68.0,Census
Exemption,Medical Exemption,States,Idaho,2015,0.3,22686.0,,69.0,Census
Exemption,Medical Exemption,States,Idaho,2016,0.4,22589.0,,86.0,Census
Exemption,Medical Exemption,States,Idaho,2017,0.4,22553.0,,93.0,Census
Exemption,Medical Exemption,States,Idaho,2010,,,,,
Exemption,Medical Exemption,States,Idaho,2011,0.3,22762.0,,61.0,Census
Exemption,Medical Exemption,States,Idaho,2012,0.4,23888.0,,90.0,Census
Exemption,Medical Exemption,States,Idaho,2013,0.4,23934.0,,89.0,Census
Exemption,Medical Exemption,States,Idaho,2019,0.3,23301.0,,75.0,Census
Exemption,Medical Exemption,States,Idaho,2018,0.4,22995.0,,82.0,Census
Exemption,Medical Exemption,States,Idaho,2020,0.3,22677.0,98.3,64.0,Census
Exemption,Medical Exemption,States,Idaho,2021,0.5,23854.0,99.6,128.0,Census
Polio,,States,Idaho,2020,86.6,22677.0,98.3,,Census
Polio,,States,Idaho,2021,84.0,23854.0,99.6,,Census
Exemption,Medical Exemption,States,Idaho,2009,0.3,22624.0,,66.0,Census
Polio,,States,Idaho,2010,,,,,
Polio,,States,Idaho,2009,92.8,22624.0,100.0,,Census
Hepatitis B,,States,Idaho,2019,91.3,23301.0,98.5,,Census
Hepatitis B,,States,Idaho,2018,91.7,22995.0,99.0,,Census
Hepatitis B,,States,Idaho,2021,88.2,23854.0,99.6,,Census
Hepatitis B,,States,Idaho,2020,90.1,22677.0,98.3,,Census
Polio,,States,Idaho,2015,90.6,22686.0,100.0,,Census
Polio,,States,Idaho,2014,90.1,22968.0,100.0,,Census
Polio,,States,Idaho,2013,88.4,23934.0,100.0,,Census
Polio,,States,Idaho,2012,88.5,23888.0,100.0,,Census
Polio,,States,Idaho,2019,89.1,23301.0,98.5,,Census
Polio,,States,Idaho,2018,89.1,22995.0,99.0,,Census
Polio,,States,Idaho,2016,90.3,22589.0,100.0,,Census
Polio,,States,Idaho,2017,89.9,22553.0,99.0,,Census
Varicella,UTD (unknown disease history),States,Idaho,2020,86.2,22677.0,98.3,,Census
Varicella,UTD (unknown disease history),States,Idaho,2021,83.4,23854.0,99.6,,Census
MMR,,States,Idaho,2023,79.6,22376.0,100.0,,Census
"DTP, DTaP, or DT",,States,Idaho,2023,79.5,22376.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Idaho,2023,,22376.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Idaho,2023,79.1,22376.0,100.0,,Census
Hepatitis B,,States,Idaho,2023,84.8,22376.0,100.0,,Census
Polio,,States,Idaho,2023,80.1,22376.0,100.0,,Census
Exemption,Medical Exemption,States,Idaho,2023,0.4,22376.0,100.0,91.0,Census
Exemption,Non-Medical Exemption,States,Idaho,2023,13.9,22376.0,100.0,3101.0,Census
Exemption,Any Exemption,States,Idaho,2023,14.3,22376.0,100.0,3192.0,Census
Varicella,UTD (unknown disease history),States,Idaho,2023,79.1,22376.0,100.0,,Census
MMR (PAC),MMR (PAC),States,Idaho,2023,86.5,,,,
"DTP, DTaP, or DT",,States,Idaho,2024,78.3,22242.0,99.5,,Census
MMR,,States,Idaho,2024,78.5,22242.0,99.5,,Census
Varicella,1 Dose (unknown disease history),States,Idaho,2024,,22242.0,99.5,,Census
Varicella,2 Doses (unknown disease history),States,Idaho,2024,78.1,22242.0,99.5,,Census
Hepatitis B,,States,Idaho,2024,84.0,22242.0,99.5,,Census
Polio,,States,Idaho,2024,78.9,22242.0,99.5,,Census
Exemption,Medical Exemption,States,Idaho,2024,0.3,22242.0,99.5,64.0,Census
Exemption,Non-Medical Exemption,States,Idaho,2024,15.1,22242.0,99.5,3363.0,Census
Exemption,Any Exemption,States,Idaho,2024,15.4,22242.0,99.5,3427.0,Census
Varicella,UTD (unknown disease history),States,Idaho,2024,78.1,22242.0,99.5,,Census
MMR (PAC),MMR (PAC),States,Idaho,2024,85.5,22242.0,99.5,,Census
MMR (PAC),MMR (PAC),States,Idaho,2017,93.9,,,,
MMR (PAC),MMR (PAC),States,Idaho,2018,93.6,,,,
MMR (PAC),MMR (PAC),States,Idaho,2019,93.4,,,,
MMR (PAC),MMR (PAC),States,Idaho,2020,93.6,,,,
MMR (PAC),MMR (PAC),States,Idaho,2021,90.9,,,,
MMR (PAC),MMR (PAC),States,Idaho,2022,88.9,,,,
Varicella,UTD (unknown disease history),States,Vermont,2020,93.3,5535.0,100.0,,Census
Varicella,UTD (unknown disease history),States,Vermont,2021,92.6,6126.0,100.0,,Census
Exemption,Non-Medical Exemption,States,Vermont,2020,3.1,5535.0,100.0,170.0,Census
Exemption,Non-Medical Exemption,States,Vermont,2019,3.5,6293.0,,223.0,Census
Exemption,Non-Medical Exemption,States,Vermont,2018,4.4,6126.0,,269.0,Census
Exemption,Non-Medical Exemption,States,Vermont,2017,3.6,6255.0,,227.0,Census
Exemption,Non-Medical Exemption,States,Vermont,2016,3.7,6344.0,,234.0,Census
MMR (PAC),MMR (PAC),States,Vermont,2023,96.0,,,,
Exemption,Medical Exemption,States,Vermont,2021,0.1,6126.0,100.0,6.0,Census
Exemption,Non-Medical Exemption,States,Vermont,2009,5.3,6713.0,,354.0,Census
Exemption,Non-Medical Exemption,States,Vermont,2010,,,,,
Exemption,Non-Medical Exemption,States,Vermont,2011,5.4,6548.0,,351.0,Census
Exemption,Non-Medical Exemption,States,Vermont,2012,5.7,6792.0,,385.0,Census
Exemption,Non-Medical Exemption,States,Vermont,2013,6.1,6771.0,,412.0,Census
Exemption,Non-Medical Exemption,States,Vermont,2014,5.9,6277.0,,373.0,Census
Exemption,Non-Medical Exemption,States,Vermont,2015,5.5,6366.0,,352.0,Census
Exemption,Any Exemption,States,Vermont,2020,3.2,5535.0,100.0,176.0,Census
Exemption,Any Exemption,States,Vermont,2019,3.7,6293.0,,232.0,Census
Exemption,Medical Exemption,States,Vermont,2018,0.3,6126.0,,19.0,Census
Exemption,Medical Exemption,States,Vermont,2019,0.1,6293.0,,9.0,Census
Exemption,Medical Exemption,States,Vermont,2020,0.1,5535.0,100.0,6.0,Census
Exemption,Any Exemption,States,Vermont,2018,4.7,6126.0,,288.0,Census
Exemption,Any Exemption,States,Vermont,2021,3.3,6126.0,100.0,202.0,Census
Exemption,Any Exemption,States,Vermont,2012,6.1,6792.0,,415.0,Census
Exemption,Any Exemption,States,Vermont,2013,6.2,6771.0,,423.0,Census
Exemption,Any Exemption,States,Vermont,2014,6.1,6277.0,,386.0,Census
Exemption,Any Exemption,States,Vermont,2015,5.7,6366.0,,361.0,Census
Exemption,Any Exemption,States,Vermont,2016,3.9,6344.0,,249.0,Census
Exemption,Any Exemption,States,Vermont,2017,3.8,6255.0,,240.0,Census
Exemption,Any Exemption,States,Vermont,2011,5.7,6548.0,,372.0,Census
Exemption,Any Exemption,States,Vermont,2010,,,,,
Exemption,Non-Medical Exemption,States,Vermont,2021,3.2,6126.0,100.0,196.0,Census
Exemption,Any Exemption,States,Vermont,2009,5.8,6713.0,,389.0,Census
Polio,,States,Vermont,2016,93.5,6344.0,100.0,,Census
Polio,,States,Vermont,2017,94.1,6255.0,100.0,,Census
Polio,,States,Vermont,2018,92.5,6126.0,100.0,,Census
Exemption,Medical Exemption,States,Vermont,2014,0.2,6277.0,,13.0,Census
Exemption,Medical Exemption,States,Vermont,2015,0.1,6366.0,,9.0,Census
Exemption,Medical Exemption,States,Vermont,2016,0.2,6344.0,,15.0,Census
Exemption,Medical Exemption,States,Vermont,2017,0.2,6255.0,,13.0,Census
Polio,,States,Vermont,2021,93.1,6126.0,100.0,,Census
Exemption,Medical Exemption,States,Vermont,2009,0.5,6713.0,,35.0,Census
Polio,,States,Vermont,2020,93.7,5535.0,100.0,,Census
Polio,,States,Vermont,2015,93.8,6366.0,100.0,,Census
Polio,,States,Vermont,2014,93.7,6277.0,100.0,,Census
Polio,,States,Vermont,2013,91.8,6771.0,100.0,,Census
Polio,,States,Vermont,2012,92.6,6792.0,100.0,,Census
Exemption,Medical Exemption,States,Vermont,2011,0.3,6548.0,,21.0,Census
Exemption,Medical Exemption,States,Vermont,2010,,,,,
Exemption,Medical Exemption,States,Vermont,2012,0.4,6792.0,,30.0,Census
Exemption,Medical Exemption,States,Vermont,2013,0.2,6771.0,,11.0,Census
Polio,,States,Vermont,2019,94.1,6293.0,100.0,,Census
Hepatitis B,,States,Vermont,2020,96.3,5535.0,100.0,,Census
Hepatitis B,,States,Vermont,2021,95.1,6126.0,100.0,,Census
Hepatitis B,,States,Vermont,2019,95.8,6293.0,100.0,,Census
Hepatitis B,,States,Vermont,2018,94.6,6126.0,100.0,,Census
Hepatitis B,,States,Vermont,2017,95.3,6255.0,100.0,,Census
Polio,,States,Vermont,2010,,,,,
Polio,,States,Vermont,2009,92.1,6713.0,100.0,,Census
Polio,,States,Vermont,2011,92.7,6548.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Vermont,2023,,5630.0,100.0,,Census
"DTP, DTaP, or DT",,States,Vermont,2023,92.7,5630.0,100.0,,Census
MMR,,States,Vermont,2023,92.9,5630.0,100.0,,Census
Varicella,UTD (unknown disease history),States,Vermont,2023,92.5,5630.0,100.0,,Census
Exemption,Any Exemption,States,Vermont,2023,4.0,5630.0,100.0,227.0,Census
Exemption,Non-Medical Exemption,States,Vermont,2023,3.8,5630.0,100.0,216.0,Census
Exemption,Medical Exemption,States,Vermont,2023,0.2,5630.0,100.0,11.0,Census
Polio,,States,Vermont,2023,92.6,5630.0,100.0,,Census
Hepatitis B,,States,Vermont,2023,95.2,5630.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Vermont,2023,92.5,5630.0,100.0,,Census
MMR,,States,Vermont,2024,93.5,5432.0,100.0,,Census
"DTP, DTaP, or DT",,States,Vermont,2024,93.3,5432.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Vermont,2024,,5432.0,100.0,,Census
Hepatitis B,,States,Vermont,2024,95.2,5432.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Vermont,2024,92.9,5432.0,100.0,,Census
Exemption,Any Exemption,States,Vermont,2024,3.9,5432.0,100.0,212.0,Census
Exemption,Non-Medical Exemption,States,Vermont,2024,3.7,5432.0,100.0,201.0,Census
Exemption,Medical Exemption,States,Vermont,2024,0.2,5432.0,100.0,11.0,Census
Polio,,States,Vermont,2024,93.5,5432.0,100.0,,Census
MMR (PAC),MMR (PAC),States,Vermont,2024,96.6,5432.0,100.0,,Census
Varicella,UTD (unknown disease history),States,Vermont,2024,92.9,5432.0,100.0,,Census
MMR (PAC),MMR (PAC),States,Vermont,2017,97.0,,,,
MMR (PAC),MMR (PAC),States,Vermont,2018,96.1,,,,
MMR (PAC),MMR (PAC),States,Vermont,2019,96.9,,,,
MMR (PAC),MMR (PAC),States,Vermont,2020,98.1,,,,
MMR (PAC),MMR (PAC),States,Vermont,2021,97.3,,,,
MMR (PAC),MMR (PAC),States,Vermont,2022,96.9,,,,
Varicella,2 Doses (unknown disease history),States,Utah,2017,93.7,48827.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Utah,2018,92.5,50179.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Utah,2016,94.6,49073.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Utah,2015,94.8,50114.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Utah,2019,92.4,49208.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Utah,2020,91.2,46247.0,100.0,,Census
Hepatitis B,,States,Utah,2009,98.6,49957.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Utah,2021,92.8,48995.0,100.0,,Census
Hepatitis B,,States,Utah,2012,99.1,54605.0,100.0,,Census
Hepatitis B,,States,Utah,2013,99.3,54779.0,100.0,,Census
Hepatitis B,,States,Utah,2014,95.4,50916.0,100.0,,Census
Hepatitis B,,States,Utah,2015,95.1,50114.0,100.0,,Census
"DTP, DTaP, or DT",,States,Utah,2009,97.5,49957.0,100.0,,Census
Hepatitis B,,States,Utah,2016,94.8,49073.0,100.0,,Census
Hepatitis B,,States,Utah,2011,99.1,53800.0,100.0,,Census
Hepatitis B,,States,Utah,2010,,,,,
MMR,,States,Utah,2009,97.7,49957.0,100.0,,Census
MMR,,States,Utah,2010,,,,,
Varicella,1 Dose (unknown disease history),States,Utah,2019,,49208.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Utah,2020,,46247.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Utah,2013,99.6,54779.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Utah,2014,97.2,50916.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Utah,2015,,50114.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Utah,2011,99.5,53800.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Utah,2014,,50916.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Utah,2012,,54605.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Utah,2013,,54779.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Utah,2010,,,,,
