county,Date,time_to_outbreak,event,hazard_score,risk_percentile
santa_teresa,2023-12-01,12.0,0,0.00023786951291516489,43.574168797953966
addison,2023-12-01,12.0,0,0.0002378692479317246,43.56351236146633
st._thomas,2023-12-01,12.0,0,0.00023786898294857954,43.55285592497869
morristown,2023-12-01,12.0,0,0.00023786871796572964,43.54219948849105
manassas,2023-12-01,12.0,0,0.00023786845298317535,43.53154305200341
albuquerque,2023-12-01,12.0,0,0.00023786818800091585,43.52088661551577
duluth,2023-12-01,12.0,0,0.0002378679230189515,43.504901960784316
raleigh-durham,2023-12-01,12.0,0,0.0002378679230189515,43.504901960784316
friday_harbor,2023-12-01,12.0,0,0.00023786739305590884,43.48358908780904
memphis,2023-12-01,12.0,0,0.00023786739305590884,43.48358908780904
mesa,2023-12-01,12.0,0,0.00023786606815346726,43.467604433077575
chicago-wheeling,2023-12-01,12.0,0,0.00023786500823682737,43.43563512361467
tallahassee,2023-12-01,12.0,0,0.00023786500823682737,43.43563512361467
wichita,2023-12-01,12.0,0,0.00023786500823682737,43.43563512361467
everett,2023-12-01,12.0,0,0.00023786500823682737,43.43563512361467
long_beach,2023-12-01,12.0,0,0.00023786500823682737,43.43563512361467
south_bend,2023-12-01,12.0,0,0.00023786474325840527,43.398337595907925
aspen,2023-12-01,12.0,0,0.00023786474325840527,43.398337595907925
columbia,2023-12-01,12.0,0,0.000237864213302447,43.37702472293265
louisville,2023-12-01,12.0,0,0.000237864213302447,43.37702472293265
erie,2023-12-01,12.0,0,0.00023786394832491043,43.3610400682012
dayton,2023-12-01,12.0,0,0.00023786368334766903,43.350383631713555
key_west,2023-12-01,12.0,0,0.00023786341837072326,43.33972719522592
leesburg,2023-12-01,12.0,0,0.00023786315339407223,43.32907075873828
little_rock,2023-12-01,12.0,0,0.00023786288841771638,43.31841432225064
niagara_falls,2023-12-01,12.0,0,0.00023786262344165573,43.307757885762996
grant_county_airport,2023-12-01,12.0,0,0.00023786235846589066,43.29710144927536
st._paul,2023-12-01,12.0,0,0.00023786129856578092,43.28644501278772
myrtle_beach,2023-12-01,12.0,0,0.00023786103359149134,43.27578857630009
birmingham,2023-12-01,12.0,0,0.0002378607686174969,43.25447570332481
sanford,2023-12-01,12.0,0,0.0002378607686174969,43.25447570332481
rogers,2023-12-01,12.0,0,0.0002378607686174969,43.25447570332481
gary,2023-12-01,12.0,0,0.0002378605036437981,43.22250639386189
bristol,2023-12-01,12.0,0,0.0002378605036437981,43.22250639386189
moline,2023-12-01,12.0,0,0.0002378605036437981,43.22250639386189
angleton,2023-12-01,12.0,0,0.00023786023867039405,43.20119352088662
trenton,2023-12-01,12.0,0,0.00023785997369728517,43.17988064791134
del_rio,2023-12-01,12.0,0,0.00023785997369728517,43.17988064791134
west_hampton_beach,2023-12-01,12.0,0,0.00023785997369728517,43.17988064791134
lansing,2023-12-01,12.0,0,0.00023785970872447146,43.142583120204606
harrisburg,2023-12-01,12.0,0,0.00023785970872447146,43.142583120204606
rockford,2023-12-01,12.0,0,0.00023785970872447146,43.142583120204606
islip,2023-12-01,12.0,0,0.00023785970872447146,43.142583120204606
monterey,2023-12-01,12.0,0,0.00023785944375195336,43.09462915601023
houma,2023-12-01,12.0,0,0.00023785944375195336,43.09462915601023
weslaco,2023-12-01,12.0,0,0.00023785944375195336,43.09462915601023
manchester,2023-12-01,12.0,0,0.00023785944375195336,43.09462915601023
daytona_beach,2023-12-01,12.0,0,0.00023785944375195336,43.09462915601023
lexington_ky,2023-12-01,12.0,0,0.00023785917877973,43.052003410059676
hillsboro,2023-12-01,12.0,0,0.00023785917877973,43.052003410059676
harlingen,2023-12-01,12.0,0,0.00023785917877973,43.052003410059676
winston-salem,2023-12-01,12.0,0,0.0002378589138078018,43.0040494458653
tacoma,2023-12-01,12.0,0,0.0002378589138078018,43.0040494458653
san_bernardino,2023-12-01,12.0,0,0.0002378589138078018,43.0040494458653
syracuse,2023-12-01,12.0,0,0.0002378589138078018,43.0040494458653
tulsa,2023-12-01,12.0,0,0.0002378589138078018,43.0040494458653
dover-cheswold,2023-12-01,12.0,0,0.0002378589138078018,43.0040494458653
fairbanks,2023-12-01,12.0,0,0.00023785864883616882,42.940110826939474
sioux_falls,2023-12-01,12.0,0,0.00023785864883616882,42.940110826939474
calexico,2023-12-01,12.0,0,0.00023785864883616882,42.940110826939474
yuma,2023-12-01,12.0,0,0.00023785864883616882,42.940110826939474
mobile,2023-12-01,12.0,0,0.00023785864883616882,42.940110826939474
akron,2023-12-01,12.0,0,0.00023785864883616882,42.940110826939474
peoria,2023-12-01,12.0,0,0.0002378583838648314,42.87617220801364
north_kingstown,2023-12-01,12.0,0,0.0002378583838648314,42.87617220801364
marathon,2023-12-01,12.0,0,0.0002378583838648314,42.87617220801364
oklahoma_city,2023-12-01,12.0,0,0.0002378583838648314,42.87617220801364
appleton,2023-12-01,12.0,0,0.0002378583838648314,42.87617220801364
binghamton,2023-12-01,12.0,0,0.0002378583838648314,42.87617220801364
knoxville,2023-12-01,12.0,0,0.00023785811889378875,42.828218243819265
port_huron,2023-12-01,12.0,0,0.00023785811889378875,42.828218243819265
scranton,2023-12-01,12.0,0,0.00023785811889378875,42.828218243819265
greensboro:high_poin,2023-12-01,12.0,0,0.00023785785392304126,42.79624893435635
baudette,2023-12-01,12.0,0,0.00023785785392304126,42.79624893435635
mountain_view,2023-12-01,12.0,0,0.00023785785392304126,42.79624893435635
jackson,2023-12-01,12.0,0,0.00023785758895258937,42.7269820971867
sheboygan,2023-12-01,12.0,0,0.00023785758895258937,42.7269820971867
plattsburgh,2023-12-01,12.0,0,0.00023785758895258937,42.7269820971867
imperial,2023-12-01,12.0,0,0.00023785758895258937,42.7269820971867
lihue,2023-12-01,12.0,0,0.00023785758895258937,42.7269820971867
albany,2023-12-01,12.0,0,0.00023785758895258937,42.7269820971867
palm_desert,2023-12-01,12.0,0,0.00023785758895258937,42.7269820971867
allentown,2023-12-01,12.0,0,0.00023785758895258937,42.7269820971867
toronto,2023-12-01,12.0,0,0.00023785758895258937,42.7269820971867
oxford,2023-12-01,12.0,0,0.00023785758895258937,42.7269820971867
grand_rapids,2023-12-01,12.0,0,0.00023785732398243225,42.62574595055413
cutbank,2023-12-01,12.0,0,0.00023785732398243225,42.62574595055413
cocoa,2023-12-01,12.0,0,0.00023785732398243225,42.62574595055413
coeur_d'alene,2023-12-01,12.0,0,0.00023785732398243225,42.62574595055413
lakeland,2023-12-01,12.0,0,0.00023785732398243225,42.62574595055413
renton,2023-12-01,12.0,0,0.00023785732398243225,42.62574595055413
arcata_ca,2023-12-01,12.0,0,0.00023785732398243225,42.62574595055413
fairfield,2023-12-01,12.0,0,0.00023785732398243225,42.62574595055413
port_clinton,2023-12-01,12.0,0,0.00023785732398243225,42.62574595055413
ceiba,2023-12-01,12.0,0,0.00023785705901257029,42.551150895140665
hilton_head_island,2023-12-01,12.0,0,0.00023785705901257029,42.551150895140665
georgetown,2023-12-01,12.0,0,0.00023785705901257029,42.551150895140665
barnstable,2023-12-01,12.0,0,0.00023785705901257029,42.551150895140665
roanoke,2023-12-01,12.0,0,0.00023785705901257029,42.551150895140665
beverly,2023-12-01,12.0,0,0.00023785679404300352,42.4499147485081
marco_island,2023-12-01,12.0,0,0.00023785679404300352,42.4499147485081
presidio,2023-12-01,12.0,0,0.00023785679404300352,42.4499147485081
marysville,2023-12-01,12.0,0,0.00023785679404300352,42.4499147485081
santa_ana,2023-12-01,12.0,0,0.00023785679404300352,42.4499147485081
latrobe,2023-12-01,12.0,0,0.00023785679404300352,42.4499147485081
kenmore,2023-12-01,12.0,0,0.00023785679404300352,42.4499147485081
st._augustine_airport,2023-12-01,12.0,0,0.00023785679404300352,42.4499147485081
fernandina_beach,2023-12-01,12.0,0,0.00023785679404300352,42.4499147485081
elmira,2023-12-01,12.0,0,0.00023785679404300352,42.4499147485081
amarillo,2023-12-01,12.0,0,0.00023785679404300352,42.4499147485081
moses_lake,2023-12-01,12.0,0,0.00023785679404300352,42.4499147485081
racine,2023-12-01,12.0,0,0.00023785679404300352,42.4499147485081
worcester,2023-12-01,12.0,0,0.00023785679404300352,42.4499147485081
chattanooga,2023-12-01,12.0,0,0.0002378565290737323,42.3380221653879
santa_barbara,2023-12-01,12.0,0,0.0002378565290737323,42.3380221653879
sault_ste_marie,2023-12-01,12.0,0,0.0002378565290737323,42.3380221653879
massena,2023-12-01,12.0,0,0.0002378565290737323,42.3380221653879
colorado_springs,2023-12-01,12.0,0,0.0002378565290737323,42.3380221653879
rifle,2023-12-01,12.0,0,0.0002378565290737323,42.3380221653879
port_angeles,2023-12-01,12.0,0,0.0002378565290737323,42.3380221653879
westhampton,2023-12-01,12.0,0,0.00023785626410475588,42.24211423699914
belmar:farmingdale,2023-12-01,12.0,0,0.00023785626410475588,42.24211423699914
oxnard,2023-12-01,12.0,0,0.00023785626410475588,42.24211423699914
rome,2023-12-01,12.0,0,0.00023785626410475588,42.24211423699914
corpus_christi,2023-12-01,12.0,0,0.00023785626410475588,42.24211423699914
grand_forks,2023-12-01,12.0,0,0.00023785626410475588,42.24211423699914
lake_havasu_city,2023-12-01,12.0,0,0.00023785626410475588,42.24211423699914
hunter_aaf,2023-12-01,12.0,0,0.00023785626410475588,42.24211423699914
hailey,2023-12-01,12.0,0,0.00023785626410475588,42.24211423699914
flint,2023-12-01,12.0,0,0.00023785626410475588,42.24211423699914
springfield,2023-12-01,12.0,0,0.00023785626410475588,42.24211423699914
stratford,2023-12-01,12.0,0,0.0002378559991360746,42.10358056265985
hayward,2023-12-01,12.0,0,0.0002378559991360746,42.10358056265985
bakersfield,2023-12-01,12.0,0,0.0002378559991360746,42.10358056265985
shreveport,2023-12-01,12.0,0,0.0002378559991360746,42.10358056265985
shannon,2023-12-01,12.0,0,0.0002378559991360746,42.10358056265985
huntington,2023-12-01,12.0,0,0.0002378559991360746,42.10358056265985
fort_wayne,2023-12-01,12.0,0,0.0002378559991360746,42.10358056265985
lawrence,2023-12-01,12.0,0,0.0002378559991360746,42.10358056265985
new_bedford,2023-12-01,12.0,0,0.0002378559991360746,42.10358056265985
olympia,2023-12-01,12.0,0,0.0002378559991360746,42.10358056265985
burlington:mount_vernon,2023-12-01,12.0,0,0.0002378559991360746,42.10358056265985
helena,2023-12-01,12.0,0,0.0002378559991360746,42.10358056265985
eagle_pass,2023-12-01,12.0,0,0.0002378559991360746,42.10358056265985
broomfield,2023-12-01,12.0,0,0.0002378559991360746,42.10358056265985
pellston,2023-12-01,12.0,0,0.0002378559991360746,42.10358056265985
lake_charles,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
stevens_point,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
easton,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
beaumont,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
punta_gorda,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
bamburi,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
brunswick,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
charlottesville,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
wilkes-barre,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
beaufort,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
queensbury,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
thomasville,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
frederick,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
quonset_point,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
tokeen,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
battle_creek,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
hawthorne,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
lafayette,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
hayden,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
baton_rouge,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
culebra_island,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
madison,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
lakehurst,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
belleville,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
edinburg,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
napa,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
pittsfield,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
burbank,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
pensacola,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
westfield,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
ponce,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
patuxent_river,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
panama_city,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
galveston,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
tuscaloosa,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
groton,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
topeka,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
cunnamulla,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
guam,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
eden_prairie,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
gainesville,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
lubbock,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
gulf_shores,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
smithfield,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
gadsden,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
poughkeepsie,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
gulfport,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
hagerstown,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
belmar,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
champaign,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
wausau,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
marshfield,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
nassau,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
vero_beach,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
santa_monica,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
santa_maria,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
antigua,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
anniston,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
taos,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
kennesaw,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
huntsville,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
sagarai,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
saginlaw,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
northway,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
douglas,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
alexandria,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
international_falls,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
san_angelo,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
clinton,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
norman,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
st._augustine,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
new_haven,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
newport_news,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
fairhope,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
aiken,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
jacksn_hole,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
middletown,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
juneau,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
waco,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
abu_dhabi,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
kenosha,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
fort_bragg,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
mount_pleasant,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
ocala,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
rockland,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
fort_dix,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
watertown,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
killeen,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
destin,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
chicopee_falls,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
mount_vernon,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
riyadh,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
richmond_heights,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
ketchikan,2023-12-01,12.0,0,0.0002378557341676885,41.522804774083546
san_francisco,2023-02-01,12.0,0,0.0002110602832193912,41.01662404092072
newark,2023-02-01,12.0,0,0.0002092832572953202,41.00596760443308
orlando,2023-02-01,12.0,0,0.00020889776793563282,40.99531116794544
fort_lauderdale,2023-02-01,12.0,0,0.00020232599547237727,40.984654731457795
houston,2023-02-01,12.0,0,0.0002009372063044776,40.97399829497016
dallas,2023-02-01,12.0,0,0.00018923017659738104,40.96334185848252
chicago,2023-02-01,12.0,0,0.00018628962641463874,40.952685421994886
atlanta,2023-02-01,12.0,0,0.00018386116576463057,40.94202898550724
washington,2023-02-01,12.0,0,0.00017269479470157474,40.931372549019606
las_vegas,2023-02-01,12.0,0,0.0001691162294894233,40.92071611253197
honolulu,2023-02-01,12.0,0,0.00016581284988472468,40.91005967604433
seattle,2023-02-01,12.0,0,0.00015981659394825217,40.89940323955669
boston,2023-02-01,12.0,0,0.0001582390420517073,40.888746803069054
phoenix,2023-02-01,12.0,0,0.00015660307630172867,40.87809036658142
agana,2023-02-01,12.0,0,0.00015457056137992516,40.867433930093775
denver,2023-02-01,12.0,0,0.00015271133764537814,40.85677749360614
charlotte,2023-02-01,12.0,0,0.00014858043105968864,40.8461210571185
tampa,2023-02-01,12.0,0,0.00014795840089152964,40.835464620630866
detroit,2023-02-01,12.0,0,0.00014716050552382405,40.82480818414322
palm_springs,2023-02-01,12.0,0,0.00014630007737677632,40.814151747655586
philadelphia,2023-02-01,12.0,0,0.00014599172546418107,40.80349531116795
minneapolis,2023-02-01,12.0,0,0.00014383071227862566,40.79283887468031
kahului,2023-02-01,12.0,0,0.00014378393402086632,40.78218243819266
san_diego,2023-02-01,12.0,0,0.00014309141534150994,40.77152600170503
fort_myers,2023-02-01,12.0,0,0.00014227458875948692,40.76086956521739
saipan,2023-02-01,12.0,0,0.00014185014740391178,40.750213128729754
san_juan,2023-02-01,12.0,0,0.00014162404423540088,40.73955669224211
salt_lake_city,2023-02-01,12.0,0,0.00014159075923241682,40.728900255754475
san_antonio,2023-02-01,12.0,0,0.0001410586332799153,40.71824381926684
austin,2023-02-01,12.0,0,0.00014052647206583627,40.707587382779195
san_jose,2023-02-01,12.0,0,0.0001399758899990398,40.69693094629156
portland,2023-02-01,12.0,0,0.00013975946883868677,40.68627450980392
kona,2023-02-01,12.0,0,0.00013966810853211867,40.675618073316286
laguna_beach,2023-02-01,12.0,0,0.00013964866132586237,40.66496163682864
oakland,2023-02-01,12.0,0,0.00013946490235388064,40.65430520034101
nashville,2023-02-01,12.0,0,0.0001393285611057409,40.64364876385337
new_orleans,2023-02-01,12.0,0,0.0001392379478092337,40.63299232736573
sacramento,2023-02-01,12.0,0,0.00013918320499447696,40.62233589087809
west_palm_beach,2023-02-01,12.0,0,0.0001391830499462573,40.611679454390455
fresno,2023-02-01,12.0,0,0.0001391828948982106,40.60102301790282
raleigh,2023-02-01,12.0,0,0.00013912522900619468,40.590366581415175
ontario,2023-02-01,12.0,0,0.00013895887602341614,40.57971014492754
baltimore,2023-02-01,12.0,0,0.00013894014667856366,40.569053708439895
sarasota,2023-02-01,12.0,0,0.00013873181767152677,40.55839727195226
kauai_island,2023-02-01,12.0,0,0.00013864761595540356,40.547740835464616
st._petersburg,2023-02-01,12.0,0,0.00013838915062771431,40.53708439897698
tuscon,2023-02-01,12.0,0,0.00013829806984318833,40.52642796248934
st._louis,2023-02-01,12.0,0,0.0001382510888305133,40.51577152600171
pittsburgh,2023-02-01,12.0,0,0.00013823414877498578,40.505115089514064
reno,2023-02-01,12.0,0,0.00013817764560346065,40.49445865302643
cincinnati,2023-02-01,12.0,0,0.00013815625125043025,40.48380221653879
mcallen,2023-02-01,12.0,0,0.00013802979982633842,40.47314578005115
columbus,2023-02-01,12.0,0,0.0001380291847739992,40.46248934356351
cleveland,2023-02-01,12.0,0,0.00013802487948436217,40.451832907075875
teterboro,2023-02-01,12.0,0,0.00013802165060526018,40.44117647058824
indianapolis,2023-02-01,12.0,0,0.00013798690649612108,40.430520034100596
vail,2023-02-01,12.0,0,0.00013796953772148197,40.41986359761296
bullhead_city,2023-02-01,12.0,0,0.00013793803357816452,40.40920716112532
newburgh,2023-02-01,12.0,0,0.00013791836634665473,40.39855072463768
brownsville,2023-02-01,12.0,0,0.00013790469312750082,40.387894288150044
laredo,2023-02-01,12.0,0,0.00013789762660179332,40.37723785166241
scottsdale,2023-02-01,12.0,0,0.00013789071404659152,40.36658141517477
hartford,2023-02-01,12.0,0,0.00013787688997571172,40.35592497868713
naples,2023-02-01,12.0,0,0.00013787320379088187,40.345268542199484
anchorage,2023-02-01,12.0,0,0.00013786337444646882,40.33461210571185
el_paso,2023-02-01,12.0,0,0.0001378603029200528,40.32395566922421
boca_raton,2023-02-01,12.0,0,0.00013785692432003374,40.31329923273657
kendall-tamiami,2023-02-01,12.0,0,0.00013785032093180106,40.30264279624893
van_nuys,2023-02-01,12.0,0,0.0001378446391997584,40.291986359761296
white_plains,2023-02-01,12.0,0,0.00013784371785987244,40.28132992327366
vail:eagle,2023-02-01,12.0,0,0.0001378434107479458,40.270673486786016
bangor,2023-02-01,12.0,0,0.0001378401861140249,40.26001705029838
st._thomas_island,2023-02-01,12.0,0,0.00013783634736247595,40.249360613810744
jacksonville,2023-02-01,12.0,0,0.00013783296934954598,40.2387041773231
midland,2023-02-01,12.0,0,0.0001378318945446114,40.228047740835464
greenville,2023-02-01,12.0,0,0.00013783097328990947,40.21739130434783
buffalo,2023-02-01,12.0,0,0.0001378298985005399,40.20673486786019
wilmington,2023-02-01,12.0,0,0.00013782867018009433,40.19607843137255
bedford,2023-02-01,12.0,0,0.0001378285166408085,40.18542199488491
kansas_city,2023-02-01,12.0,0,0.00013782836310169346,40.174765558397276
boise,2023-02-01,12.0,0,0.00013782790248537485,40.16410912190963
spokane,2023-02-01,12.0,0,0.00013782713479493114,40.153452685421996
norfolk,2023-02-01,12.0,0,0.0001378259064991153,40.14279624893435
farmingdale,2023-02-01,12.0,0,0.00013782544589100655,40.13213981244672
savannah,2023-02-01,12.0,0,0.00013782498528443711,40.12148337595908
bozeman,2023-02-01,12.0,0,0.000137824064075916,40.11082693947144
grand_rapids,2023-02-01,12.0,0,0.00013782391054176132,40.1001705029838
conroe,2023-02-01,12.0,0,0.0001378237570077774,40.089514066496164
pontiac,2023-02-01,12.0,0,0.0001378234499403227,40.07885763000852
great_falls,2023-02-01,12.0,0,0.00013782298934042367,40.068201193520885
windsor_locks,2023-02-01,12.0,0,0.000137822221677346,40.05754475703325
sugar_land,2023-02-01,12.0,0,0.0001378220681452435,40.04156010230179
dallas-fort_worth,2023-02-01,12.0,0,0.0001378220681452435,40.04156010230179
omaha,2023-02-01,12.0,0,0.00013782114695622024,40.02557544757033
rochester,2023-02-01,12.0,0,0.00013782068636401768,40.014919011082696
toledo,2023-02-01,12.0,0,0.00013782053283362545,40.00426257459505
greensboro,2023-02-01,12.0,0,0.00013782007224347526,39.99360613810742
fargo,2023-02-01,12.0,0,0.00013781976518423037,39.98294970161978
casper,2023-02-01,12.0,0,0.00013781853695409143,39.972293265132144
houma,2023-02-01,12.0,0,0.00013781761578867034,39.9616368286445
albuquerque,2023-02-01,12.0,0,0.00013781746226169893,39.950980392156865
fort_pierce,2023-02-01,12.0,0,0.00013781730873489834,39.94032395566923
stuart,2023-02-01,12.0,0,0.00013781715520826875,39.92433930093777
nogales,2023-02-01,12.0,0,0.00013781715520826875,39.92433930093777
charleston,2023-02-01,12.0,0,0.00013781700168181046,39.908354646206305
syracuse,2023-02-01,12.0,0,0.00013781684815552294,39.89769820971867
memphis,2023-02-01,12.0,0,0.00013781669462940643,39.87105711849958
broomdield-co,2023-02-01,12.0,0,0.00013781669462940643,39.87105711849958
kalispell,2023-02-01,12.0,0,0.00013781669462940643,39.87105711849958
key_west,2023-02-01,12.0,0,0.00013781669462940643,39.87105711849958
wichita,2023-02-01,12.0,0,0.00013781623405208335,39.844416027280474
harrisburg,2023-02-01,12.0,0,0.00013781608052665094,39.83375959079284
bellingham,2023-02-01,12.0,0,0.00013781592700138958,39.8231031543052
melbourne,2023-02-01,12.0,0,0.00013781577347629948,39.80711849957374
mesa,2023-02-01,12.0,0,0.00013781577347629948,39.80711849957374
daytona_beach,2023-02-01,12.0,0,0.0001378153129020546,39.78580562659847
richmond,2023-02-01,12.0,0,0.0001378153129020546,39.78580562659847
rogers,2023-02-01,12.0,0,0.0001378151593776486,39.76449275362319
louisville,2023-02-01,12.0,0,0.0001378151593776486,39.76449275362319
morristown,2023-02-01,12.0,0,0.00013781469880545626,39.74317988064791
fort_worth,2023-02-01,12.0,0,0.00013781469880545626,39.74317988064791
west_chicago,2023-02-01,12.0,0,0.0001378145452817341,39.721867007672635
erie,2023-02-01,12.0,0,0.0001378145452817341,39.721867007672635
carlsbad,2023-02-01,12.0,0,0.00013781439175818296,39.705882352941174
tulsa,2023-02-01,12.0,0,0.00013781423823480286,39.69522591645354
aguadilla,2023-02-01,12.0,0,0.00013781377766568893,39.684569479965894
weslaco,2023-02-01,12.0,0,0.00013781347062046816,39.67391304347826
aspen,2023-02-01,12.0,0,0.0001378133170981142,39.657928388746804
duluth,2023-02-01,12.0,0,0.0001378133170981142,39.657928388746804
fairbanks,2023-02-01,12.0,0,0.00013781316357593126,39.64194373401534
gary,2023-02-01,12.0,0,0.00013781285653207868,39.62595907928389
raleigh-durham,2023-02-01,12.0,0,0.00013781285653207868,39.62595907928389
milwaukee,2023-02-01,12.0,0,0.00013781239596758233,39.60464620630861
burlington,2023-02-01,12.0,0,0.00013781239596758233,39.60464620630861
addison,2023-02-01,12.0,0,0.00013781178188398141,39.588661551577154
minot,2023-02-01,12.0,0,0.00013781101428332818,39.567348678601874
des_moines,2023-02-01,12.0,0,0.00013781101428332818,39.567348678601874
huntsville,2023-02-01,12.0,0,0.00013781101428332818,39.567348678601874
niagara_falls,2023-02-01,12.0,0,0.00013781086076371054,39.5460358056266
south_bend,2023-02-01,12.0,0,0.0001378107072442639,39.53005115089514
monterey,2023-02-01,12.0,0,0.0001378107072442639,39.53005115089514
lakeland,2023-02-01,12.0,0,0.00013781055372498853,39.50341005967604
grant_county_airport,2023-02-01,12.0,0,0.00013781055372498853,39.50341005967604
portsmouth,2023-02-01,12.0,0,0.00013781055372498853,39.50341005967604
del_rio,2023-02-01,12.0,0,0.00013781040020588396,39.47676896845695
st._thomas,2023-02-01,12.0,0,0.00013781040020588396,39.47676896845695
